,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
86226,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8623797,2019-08-18 17:37:26:334,-1.0211,-0.9164,9.5274,-0.637,-0.7862,9.7543,0.0011,-0.0082,0.0024
86227,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8623897,2019-08-18 17:37:26:434,-0.5608,-0.8625,10.0433,-0.6287,-0.7798,9.7554,0.0013,-0.0027,0.0027
86228,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8623997,2019-08-18 17:37:26:534,-0.4393,-0.6003,10.0511,-0.6263,-0.7755,9.7559,0.0054,-0.0058,0.0037
86229,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8624098,2019-08-18 17:37:26:635,-0.5147,-0.7637,9.7315,-0.6138,-0.7761,9.7566,-0.0038,-0.0051,0.0005
86230,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8624197,2019-08-18 17:37:26:734,-0.6805,-0.7111,9.8853,-0.6081,-0.7783,9.7568,-0.002,-0.0003,0.0004
86231,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8624298,2019-08-18 17:37:26:835,-0.404,-0.9625,9.8302,-0.6047,-0.7814,9.7567,-0.0032,-0.0004,-0.0008
86232,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8624397,2019-08-18 17:37:26:934,-0.2986,-1.1528,9.7477,-0.6015,-0.785,9.7567,-0.0128,-0.0086,-0.0091
86233,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8624497,2019-08-18 17:37:27:034,-0.553,-1.0618,9.6531,-0.5903,-0.798,9.7563,-0.0088,-0.0081,-0.0174
86234,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8624597,2019-08-18 17:37:27:134,-0.4417,-1.1887,9.9679,-0.573,-0.8186,9.7556,-0.0031,0.0072,-0.0199
86235,47.135136,-1.725695,64.49,22.2,3.216,231.3,17 / 22,8624697,2019-08-18 17:37:27:234,-0.5207,-0.9888,9.8171,-0.574,-0.8282,9.7547,-0.0035,0.0075,-0.0191
