,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
1819,52.159584,-1.881527,72,15.19,11.0,192.8,,17 / 24,181946,2019-08-16 11:32:26:315,0.4208,-0.5976,10.6877,0.0952,-0.0761,9.8059,0.0106,-0.0555,-0.0032,-26.07,14.71,2.02,210.17,-0.47,5.03
1820,52.159584,-1.881527,72,15.19,11.0,192.8,,17 / 24,182045,2019-08-16 11:32:26:414,0.3634,-0.5251,9.0213,0.0115,-0.0068,9.8066,0.0085,-0.0363,-0.017,-26.07,14.71,2.02,210.17,-0.47,5.03
1821,52.159584,-1.881527,72,15.19,11.0,192.8,,17 / 24,182145,2019-08-16 11:32:26:514,-0.1702,-0.1576,9.934,-0.005,-0.0094,9.8066,-0.0171,0.0191,-0.0021,-25.94,15.02,1.28,210.03,-0.43,4.96
1822,52.159447,-1.881653,71,15.68,10.0,193.8,,17 / 24,182245,2019-08-16 11:32:26:614,0.1516,-0.451,8.6389,-0.0041,-0.0151,9.8066,-0.0001,-0.0214,-0.0213,-26.09,14.7,1.83,210.17,-0.55,4.83
1823,52.159447,-1.881653,71,15.68,10.0,193.8,,17 / 24,182345,2019-08-16 11:32:26:714,0.0476,-0.347,10.389,0.0202,-0.0017,9.8066,0.0127,-0.0651,-0.033,-25.91,14.9,2.59,210.29,-0.61,4.77
1824,52.159447,-1.881653,71,15.68,10.0,193.8,,17 / 24,182445,2019-08-16 11:32:26:814,0.1164,-0.3356,8.8476,0.0409,-0.0086,9.8066,-0.0086,-0.0406,-0.0213,-25.91,14.9,2.59,210.29,-0.61,4.77
1825,52.159447,-1.881653,71,15.68,10.0,193.8,,17 / 24,182545,2019-08-16 11:32:26:914,0.2685,-0.439,9.2691,0.0215,-0.0073,9.8066,-0.0086,-0.0406,-0.0213,-25.54,15.7,1.12,211.66,-0.43,4.6
1826,52.159447,-1.881653,71,15.68,10.0,193.8,,17 / 24,182645,2019-08-16 11:32:27:014,0.3638,-0.4127,10.2569,0.0396,-0.0134,9.8066,0.0351,0.0052,-0.0288,-25.82,15.22,1.24,211.66,-0.43,4.6
1827,52.159447,-1.881653,71,15.68,10.0,193.8,,17 / 24,182746,2019-08-16 11:32:27:115,-0.2118,-0.2202,9.9162,-0.0014,-0.0078,9.8066,0.0394,0.0202,-0.0373,-25.67,15.52,0.5,211.66,-0.28,4.42
1828,52.159447,-1.881653,71,15.68,10.0,193.8,,17 / 24,182845,2019-08-16 11:32:27:214,-0.1189,-0.3269,9.6605,-0.0015,-0.0297,9.8066,0.001,0.0404,-0.0415,-25.56,15.71,-0.15,211.54,-0.37,4.27
