,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
12971,52.02664,-2.004744,85,15.91,10.0,226.5,,19 / 25,1297145,2019-08-16 11:51:01:514,1.4281,-0.6261,9.0715,-0.1343,-0.1702,9.8043,-0.0043,0.0749,0.0064,-14.13,13.97,-22.48,222.58,6.4,-0.53
12972,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297245,2019-08-16 11:51:01:614,0.0524,-0.0707,8.8507,-0.0186,-0.0158,9.8066,-0.0501,0.093,-0.0011,-13.33,14.15,-22.85,223.63,5.15,-0.73
12973,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297345,2019-08-16 11:51:01:714,-0.2625,-0.3369,9.8919,-0.0114,-0.0653,9.8064,0.0011,0.0195,-0.0032,-14.1,13.94,-22.51,221.88,5.0,-0.72
12974,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297445,2019-08-16 11:51:01:814,-0.3999,-0.589,8.93,0.0237,-0.0941,9.8062,-0.0511,-0.1787,0.0213,-14.1,13.94,-22.51,221.88,5.0,-0.72
12975,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297546,2019-08-16 11:51:01:915,-0.0568,-0.8108,9.2734,0.0792,0.0415,9.8062,0.0021,-0.0562,-0.0245,-13.89,14.22,-22.47,222.58,4.74,-1.23
12976,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297646,2019-08-16 11:51:02:015,-0.1217,-0.6206,8.6744,0.0616,0.0051,9.8065,-0.0319,0.0749,0.0117,-13.49,14.33,-22.64,224.31,5.02,-1.45
12977,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297745,2019-08-16 11:51:02:114,0.7931,-0.4935,10.7315,-0.0433,-0.0303,9.8065,-0.0319,0.0749,0.0117,-13.49,14.33,-22.64,224.31,5.02,-1.45
12978,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297845,2019-08-16 11:51:02:214,-0.3209,-0.1082,8.8457,0.0009,-0.036,9.8066,-0.0043,-0.0093,0.0309,-13.69,14.02,-22.72,222.63,4.72,-1.4
12979,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1297945,2019-08-16 11:51:02:314,-0.5342,-0.1905,9.2697,-0.0289,-0.024,9.8066,0.0085,-0.0189,0.0053,-14.38,13.73,-22.47,222.86,4.5,-1.39
12980,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1298046,2019-08-16 11:51:02:415,0.0614,-0.5619,9.0035,-0.0312,-0.0278,9.8066,0.0064,0.0365,-0.0064,-14.06,13.82,-22.61,222.86,4.5,-1.39
12981,52.026535,-2.004883,85,15.41,10.0,226.1,,19 / 25,1298145,2019-08-16 11:51:02:514,-0.327,-0.1488,9.8251,-0.0054,-0.0112,9.8066,-0.0309,-0.0029,0.0053,-13.95,14.2,-22.44,223.38,3.89,-1.54
12982,52.026432,-2.005059,86,15.5,10.0,226.4,,19 / 25,1298245,2019-08-16 11:51:02:614,-0.2008,0.0323,9.4971,0.0154,0.0282,9.8066,-0.0021,-0.0679,-0.0075,-13.2,13.91,-23.07,225.03,4.07,-1.48
12983,52.026432,-2.005059,86,15.5,10.0,226.4,,19 / 25,1298345,2019-08-16 11:51:02:714,-0.394,0.0172,9.7447,0.0136,-0.0093,9.8066,-0.0021,-0.0679,-0.0075,-13.2,13.91,-23.07,225.03,4.07,-1.48
