,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
2382,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238245,2019-08-16 11:33:22:614,-0.0795,0.2581,9.7293,0.0722,0.0539,9.8062,-0.0214,-0.0789,0.0128,-27.49,11.81,-2.27,203.9,1.71,1.25
2383,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238345,2019-08-16 11:33:22:714,0.6642,0.3406,10.3182,0.1931,0.0478,9.8046,-0.0533,-0.0661,0.0362,-27.16,12.34,-3.17,203.76,2.85,1.05
2384,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238446,2019-08-16 11:33:22:815,-0.1436,0.075,9.4524,0.0143,-0.0126,9.8066,0.0159,0.1022,0.0192,-27.16,12.34,-3.17,203.76,2.85,1.05
2385,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238545,2019-08-16 11:33:22:914,-0.3806,-0.2755,10.8563,-0.0965,-0.0545,9.806,0.0159,0.1022,0.0192,-27.57,11.4,-3.12,201.27,2.9,0.95
2386,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238645,2019-08-16 11:33:23:014,-0.1292,-0.2535,10.6258,-0.1695,-0.0855,9.8048,0.0191,0.099,0.017,-27.8,11.18,-1.41,201.4,1.8,0.84
2387,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238746,2019-08-16 11:33:23:115,-0.197,0.026,10.3437,-0.0059,0.0173,9.8066,0.0106,-0.0608,0.0384,-27.68,11.57,0.37,201.4,1.8,0.95
2388,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238845,2019-08-16 11:33:23:214,-0.015,-0.0841,9.0454,0.0277,0.0273,9.8066,0.0181,-0.0448,0.0128,-27.68,11.57,0.37,203.2,1.8,0.95
2389,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,238945,2019-08-16 11:33:23:314,-0.1939,-0.0176,9.6491,-0.0216,-0.0086,9.8066,-0.0086,0.0915,-0.0043,-27.3,12.35,-1.38,203.91,2.05,1.06
2390,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,239045,2019-08-16 11:33:23:414,-0.0638,0.1795,10.8589,0.0255,0.0125,9.8066,0.017,-0.0534,0.0277,-27.3,12.35,-1.38,203.91,2.05,1.06
2391,52.15188,-1.893683,67,23.73,11.0,207.3,,17 / 24,239146,2019-08-16 11:33:23:515,0.0378,0.3916,9.2117,0.0611,0.0561,9.8063,0.0436,-0.0896,-0.0107,-27.28,12.4,-1.46,203.9,2.22,1.06
2392,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239245,2019-08-16 11:33:23:614,-0.2985,0.2027,10.0978,0.046,0.0737,9.8063,0.0436,-0.0896,-0.0107,-27.14,12.7,-1.5,203.9,2.22,1.06
2393,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239345,2019-08-16 11:33:23:714,0.385,0.0407,8.3248,-0.0294,-0.0327,9.8066,-0.0288,0.0873,0.033,-27.71,11.28,-2.17,201.31,2.64,1.35
2394,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239445,2019-08-16 11:33:23:814,-0.4085,0.0927,11.6266,-0.0327,-0.0475,9.8065,-0.0459,0.034,0.0245,-28.39,9.59,-1.4,201.31,2.64,1.35
2395,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239545,2019-08-16 11:33:23:914,0.0415,0.2308,7.9194,-0.0172,-0.0452,9.8065,-0.0256,0.0127,0.0234,-28.12,10.33,-1.64,199.53,2.45,1.14
2396,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239645,2019-08-16 11:33:24:014,0.0656,-0.3564,8.349,0.0205,-0.0078,9.8066,0.0085,-0.031,0.0149,-28.12,10.33,-1.64,199.53,2.45,1.14
2397,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239745,2019-08-16 11:33:24:114,0.2459,-0.078,10.1239,-0.018,-0.0063,9.8066,-0.0192,0.0351,0.0213,-28.3,9.82,-1.56,199.54,2.55,1.06
2398,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239845,2019-08-16 11:33:24:214,0.0361,0.1435,9.7512,-0.0028,0.0072,9.8066,-0.0203,0.0265,0.0373,-27.68,11.13,-3.18,199.54,2.55,1.06
2399,52.15171,-1.893865,68,23.78,11.0,206.4,,15 / 24,239945,2019-08-16 11:33:24:314,-0.0069,-0.0564,9.9446,-0.0144,0.0066,9.8066,0.0138,0.0106,0.0181,-27.96,10.34,-3.34,199.46,2.75,1.16
