,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
14165,52.01615,-2.0294,86,18.67,10.0,247.5,,19 / 25,1416545,2019-08-16 11:53:00:914,0.0782,0.0178,10.117,-0.0266,0.0006,9.8066,-0.0256,-0.006,0.0458,-7.5,23.79,-16.66,247.86,3.85,1.57
14166,52.01615,-2.0294,86,18.67,10.0,247.5,,19 / 25,1416646,2019-08-16 11:53:01:015,-0.135,0.1485,9.6236,-0.0204,0.0169,9.8066,-0.017,-0.039,0.0373,-7.5,23.79,-16.66,247.86,3.85,1.57
14167,52.01615,-2.0294,86,18.67,10.0,247.5,,19 / 25,1416746,2019-08-16 11:53:01:115,-0.1371,0.0745,9.5933,0.0147,0.0413,9.8066,-0.033,-0.0135,0.0437,-8.12,23.44,-16.86,247.78,3.89,1.72
14168,52.01615,-2.0294,86,18.67,10.0,247.5,,19 / 25,1416846,2019-08-16 11:53:01:215,0.7292,0.4472,9.4833,0.0281,0.0867,9.8062,-0.033,-0.0135,0.0437,-7.22,24.35,-15.97,247.78,3.89,1.72
14169,52.01615,-2.0294,86,18.67,10.0,247.5,,19 / 25,1416945,2019-08-16 11:53:01:314,-0.0967,0.215,9.4526,-0.0193,0.0188,9.8066,-0.0021,0.0217,0.0288,-7.54,23.62,-16.88,248.2,4.48,1.93
14170,52.01615,-2.0294,86,18.67,10.0,247.5,,19 / 25,1417045,2019-08-16 11:53:01:414,-0.1716,0.0387,9.2769,-0.0332,0.0107,9.8066,0.0234,-0.0007,0.0437,-8.25,23.82,-16.27,248.31,4.54,2.07
14171,52.01615,-2.0294,86,18.67,10.0,247.5,,19 / 25,1417146,2019-08-16 11:53:01:515,-0.1283,-0.277,9.8308,-0.0635,0.0005,9.8064,0.0021,0.0664,0.0362,-8.25,23.82,-16.27,248.31,4.54,2.07
14172,52.016094,-2.029642,84,18.65,10.0,245.4,,19 / 25,1417245,2019-08-16 11:53:01:614,-0.1289,-0.4431,10.2065,-0.0427,-0.03,9.8065,0.0064,0.0739,0.0415,-8.24,23.77,-16.34,248.28,4.41,2.42
14173,52.016094,-2.029642,84,18.65,10.0,245.4,,19 / 25,1417345,2019-08-16 11:53:01:714,-0.5029,-0.44,10.9825,-0.0654,-0.0309,9.8064,0.0107,-0.0177,0.0447,-8.98,23.38,-16.52,248.28,4.41,2.42
14174,52.016094,-2.029642,84,18.65,10.0,245.4,,19 / 25,1417445,2019-08-16 11:53:01:814,0.0886,-0.1781,9.6592,-0.0777,-0.0194,9.8063,0.0096,-0.0348,0.0437,-9.23,24.03,-15.41,246.42,4.13,2.8
