,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE X (rad/s), GYROSCOPE Y (rad/s), GYROSCOPE Z (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Azimuth) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
1194,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2622720,2019-09-04 20:05:02:893,0.1981,-0.7285,10.437,0.0692,0.0018,9.8063,-0.07,0.0246,-0.0461,12.0,-30.56,1.56,90.87,-84.96,177.35
1195,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2622820,2019-09-04 20:05:02:993,-0.3545,1.6597,9.5558,-0.0157,-0.0007,9.8066,0.0006,-0.0181,0.0325,11.81,-30.19,2.13,92.49,-84.68,178.7
1196,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2622920,2019-09-04 20:05:03:093,-2.2165,0.0683,9.4405,-0.0191,-0.012,9.8066,-0.0975,0.0495,-0.0853,12.5,-31.0,1.56,92.9,-84.51,178.59
1197,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623021,2019-09-04 20:05:03:194,2.3269,-0.6006,9.3274,0.0302,-0.0086,9.8065,0.1259,0.1058,-0.0852,12.19,-30.12,1.88,91.74,-84.63,177.83
1198,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623120,2019-09-04 20:05:03:293,-1.3251,-0.1606,9.739,0.0325,-0.0226,9.8065,0.0877,0.0432,-0.0679,12.38,-30.12,2.25,88.54,-84.97,175.47
1199,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623220,2019-09-04 20:05:03:393,0.6103,-0.4821,9.8115,-0.0246,-0.0234,9.8065,0.0033,-0.0593,0.0364,12.0,-29.56,2.13,87.04,-85.16,174.46
1200,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623321,2019-09-04 20:05:03:494,0.7734,1.1839,7.7459,-0.0403,-0.0326,9.8064,-0.1549,-0.0956,0.0773,12.5,-30.12,1.88,86.71,-85.02,173.99
1201,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623420,2019-09-04 20:05:03:593,-0.5212,-1.877,7.7873,0.0168,-0.0115,9.8066,-0.1335,-0.2286,0.2436,11.5,-30.31,1.94,85.23,-85.01,172.29
1202,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623521,2019-09-04 20:05:03:694,2.8336,0.2486,8.4558,0.0739,0.0231,9.8063,-0.1698,-0.0545,-0.1135,11.94,-30.87,1.44,90.41,-85.54,173.6
1203,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623621,2019-09-04 20:05:03:794,-1.2172,-0.6966,11.6797,-0.0299,-0.0188,9.8066,-0.083,0.1584,-0.0823,11.56,-30.0,0.88,86.97,-85.65,170.8
1204,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623720,2019-09-04 20:05:03:893,0.6014,3.4536,8.4215,-0.0603,-0.0245,9.8064,-0.19,-0.3034,0.1343,11.75,-29.87,1.38,84.35,-85.37,167.53
1205,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623820,2019-09-04 20:05:03:993,0.9869,-0.79,9.2624,-0.0455,-0.0249,9.8066,0.0703,-0.0744,0.0678,11.81,-29.5,1.5,78.71,-85.18,166.77
1206,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2623921,2019-09-04 20:05:04:094,-1.1661,0.0968,9.1914,-0.0256,0.0015,9.8066,0.0175,0.0566,-0.0559,11.56,-29.44,2.06,78.47,-85.05,166.22
1207,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2624020,2019-09-04 20:05:04:193,0.3854,1.6944,8.5805,0.0264,0.018,9.8065,0.2656,0.0846,-0.0719,11.13,-29.81,1.19,86.24,-84.65,166.71
1208,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2624120,2019-09-04 20:05:04:293,-0.8705,0.4483,10.0036,0.0578,0.0042,9.8064,0.1598,-0.0816,0.0354,11.69,-30.25,1.69,82.47,-84.73,168.87
1209,52.37223,-1.255455,170.13,6.37,4,19.53,16 / 18,2624220,2019-09-04 20:05:04:393,2.0561,2.2123,8.6688,0.0428,-0.0069,9.8065,-0.2483,0.0866,-0.0313,11.69,-30.31,1.06,87.58,-84.91,169.54
1210,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2624321,2019-09-04 20:05:04:494,0.1389,-1.3504,9.1403,0.0405,0.0153,9.8065,-0.0792,0.2754,-0.0792,11.38,-30.12,1.19,90.73,-85.17,172.65
1211,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2624420,2019-09-04 20:05:04:593,0.038,1.4577,9.5949,0.0095,0.0266,9.8066,-0.0034,0.1884,-0.0031,11.25,-30.19,0.13,98.07,-85.28,175.22
1212,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2624521,2019-09-04 20:05:04:694,0.7899,0.2317,9.9401,0.004,0.0427,9.8065,-0.0348,0.1209,-0.052,11.56,-30.0,0.88,97.14,-85.18,179.89
1213,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2624621,2019-09-04 20:05:04:794,-0.5326,-0.9475,11.0237,-0.0061,-0.0204,9.8066,-0.1675,-0.1853,0.1318,11.69,-30.12,0.0,101.54,-85.45,-179.66
1214,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2624721,2019-09-04 20:05:04:894,2.1405,0.6156,9.4483,0.0099,0.0086,9.8066,-0.0389,0.0654,-0.0322,11.31,-30.25,0.38,101.45,-85.69,179.86
1215,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2624821,2019-09-04 20:05:04:994,1.0006,0.6097,10.6836,-0.0387,0.0043,9.8065,0.0774,-0.0249,-0.0035,11.69,-30.06,0.56,97.4,-85.72,-178.47
1216,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2624920,2019-09-04 20:05:05:093,0.3484,0.706,9.8889,-0.0339,0.0001,9.8066,0.0229,-0.0304,0.0183,11.0,-29.87,1.5,93.76,-85.2,-178.93
1217,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2625021,2019-09-04 20:05:05:194,0.6672,0.8885,9.2395,0.0028,0.0069999999999999,9.8066,0.0543,0.0093,-0.035,11.44,-30.31,1.13,99.62,-85.04,-178.59
1218,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2625120,2019-09-04 20:05:05:293,0.885,0.1055,9.7433,-0.0059,-0.0122,9.8066,-0.0483,0.0075,0.0204,10.81,-30.31,1.44,99.45,-85.07,-178.69
1219,52.372486,-1.256017,170.0,9.14,4,285.55,17 / 19,2625220,2019-09-04 20:05:05:393,1.2721,-0.182,9.4361,0.0077,0.0042,9.8065,-0.0289999999999999,-0.0057,0.0411,10.44,-30.31,0.94,100.11,-85.2,-178.44
1220,52.372486,-1.256017,170.0,9.14,4,285.55,18 / 20,2625320,2019-09-04 20:05:05:493,1.2122,1.3515,9.183,0.0271,0.0102,9.8065,0.0801,-0.0659,-0.0093,10.56,-29.87,1.56,95.21,-85.22,-177.38
1221,52.372486,-1.256017,170.0,9.14,4,285.55,18 / 20,2625421,2019-09-04 20:05:05:594,1.47,-0.5272,9.0584,0.0165,-0.0035,9.8066,-0.0832,-0.0953,0.0734,10.75,-30.87,1.31,100.48,-85.33,-177.32
1222,52.372486,-1.256017,170.0,9.14,4,285.55,18 / 20,2625520,2019-09-04 20:05:05:693,0.8936,0.946,9.1623,0.0151,0.0021,9.8066,0.0646,-0.0088,-0.0128,10.44,-30.19,1.31,100.33,-85.29,-177.93
