,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
18850,52.001926,-2.0774,76,2.12,10.0,302.1,,18 / 24,1885046,2019-08-16 12:00:49:415,0.1008,-0.358,9.542,0.0089,-0.0012,9.8066,0.0106,0.0251,0.016,17.46,23.9,4.91,305.8,7.39,1.71
18851,52.001926,-2.0774,76,2.12,10.0,302.1,,18 / 24,1885146,2019-08-16 12:00:49:515,0.1582,-0.3254,9.8072,0.0002,-0.0037,9.8067,0.0096,0.0155,0.0149,16.85,24.22,5.44,305.8,7.26,1.68
18852,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885246,2019-08-16 12:00:49:615,0.1041,-0.3698,9.877,0.0015,-0.0082,9.8066,-0.0043,-0.0249,0.0053,16.97,24.18,5.25,305.79,7.25,1.7
18853,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885345,2019-08-16 12:00:49:714,0.0982,-0.4256,9.4889,0.0022,-0.0221,9.8066,0.0096,0.0134,0.0074,17.08,24.05,5.43,305.79,7.25,1.7
18854,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885446,2019-08-16 12:00:49:815,-0.0636,-0.1533,9.713,0.007,-0.0236,9.8066,-0.0128,0.0326,0.0042,17.29,24.14,4.29,305.62,7.11,1.74
18855,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885545,2019-08-16 12:00:49:914,0.2171,-0.1917,9.918,0.0141,-0.0047,9.8066,0.001,0.0187,0.0042,17.29,24.14,4.29,305.62,7.11,1.74
18856,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885646,2019-08-16 12:00:50:015,0.0895,-0.2698,9.5335,0.0047,-0.0023,9.8066,0.001,0.0187,0.0042,17.37,23.96,4.94,305.78,7.04,1.69
18857,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885746,2019-08-16 12:00:50:115,0.1563,0.4953,10.1909,0.0106,-0.0053,9.8066,0.0117,-0.0058,0.0053,16.86,24.23,5.36,305.78,6.98,1.66
18858,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885845,2019-08-16 12:00:50:214,0.0584,-0.172,9.7292,0.0053,-0.0131,9.8066,0.0085,0.0134,0.0128,16.86,24.23,5.36,305.78,6.98,1.66
18859,52.001926,-2.077416,76,1.35,10.0,301.2,,18 / 24,1885945,2019-08-16 12:00:50:314,0.1425,-0.195,9.7528,0.0027,-0.0142,9.8066,0.0,-0.0058,-0.0043,17.35,23.74,5.93,305.78,6.98,1.66
