,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),Unnamed: 24
19511,52.00248,-2.079411,74,7.3,9.0,283.0,,18 / 24,1951145,2019-08-16 12:01:55:514,-0.0839,-0.2531,9.5893,0.0034,-0.0223,9.8066,0.0256,0.0238,0.0085,8.09,28.65,3.67,285.78,3.31,0.42
19512,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951245,2019-08-16 12:01:55:614,0.0275,0.0089,9.5672,0.0059,-0.029,9.8066,0.0266,0.0142,0.0042,8.14,28.82,1.86,285.78,3.31,0.42
19513,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951345,2019-08-16 12:01:55:714,-0.0437,-0.1195,9.8911,0.0026,-0.0269,9.8066,-0.0053,-0.0029,0.0116,8.14,28.82,1.86,285.78,3.31,0.42
19514,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951445,2019-08-16 12:01:55:814,0.2361,0.1334,9.224,-0.0023,0.008,9.8066,0.0021,-0.0189,0.0202,7.95,28.69,3.7,285.76,3.15,0.44
19515,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951545,2019-08-16 12:01:55:914,0.0925,0.1389,9.3659,-0.0078,0.0123,9.8066,0.0213,0.0184,0.0116,7.91,28.53,4.83,285.76,3.15,0.44
19516,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951645,2019-08-16 12:01:56:014,-0.1212,-0.1327,10.1307,-0.0186,0.0084,9.8066,0.0074,0.0163,0.0031,8.01,28.38,5.53,286.5,3.23,0.54
19517,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951745,2019-08-16 12:01:56:114,0.3236,-0.0695,9.5394,-0.0034,-0.0025,9.8067,0.0021,0.0099,0.0127,7.72,28.38,5.93,286.5,3.23,0.54
19518,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951845,2019-08-16 12:01:56:214,-0.0435,-0.0714,9.3727,-0.0009,-0.0118,9.8066,0.0021,0.0099,0.0127,7.72,28.38,5.93,286.5,3.23,0.54
19519,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1951945,2019-08-16 12:01:56:314,0.0908,-0.0782,9.8196,0.0105,-0.0435,9.8065,0.0138,0.0216,0.0116,8.26,28.44,4.81,286.37,3.01,0.56
19520,52.00249,-2.079513,73,7.42,9.0,282.7,,18 / 24,1952046,2019-08-16 12:01:56:415,0.1269,-0.1272,9.7119,0.0245,-0.0833,9.8063,0.0042,0.0419,-0.0086,7.28,28.7,4.86,283.92,2.5,0.56
