n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	29098	1523205329	298	1523205329	41.23892946	-8.54177898	194.3	0	0	17	6
2	29098	1523205330	298	1523205330	41.23894704	-8.54173146	186.6	145.3	0.25	9	6
3	29098	1523205331	307	1523205331	41.23896076	-8.54170028	184.7	145.3	0.25	10	8
4	29098	1523205332	330	1523205332	41.23898826	-8.54171891	176.8	145.3	0.5	5	9
5	29098	1523205333	466	1523205334	41.23898341	-8.5417204	178.3	0	0	9	9
6	29098	1523205335	35	1523205335	41.23898458	-8.54172183	178.9	0	0	9	9
7	29098	1523205337	35	1523205337	41.23898678	-8.54172406	179.6	0	0	9	9
8	29098	1523205338	550	1523205339	41.23898428	-8.54172095	180.4	0	0	9	9
9	29098	1523205340	75	1523205340	41.23898229	-8.54172007	181.1	0	0	9	9
10	29098	1523205342	48	1523205342	41.23897458	-8.54171786	183.2	0	0	9	9
11	29098	1523205344	35	1523205344	41.23897442	-8.54171762	183.7	0	0	9	9
12	29098	1523205345	587	1523205346	41.23897529	-8.5417173	183.7	0	0	9	9
13	29098	1523205347	114	1523205347	41.23897536	-8.54171732	183.7	0	0	9	9
14	29098	1523205349	48	1523205349	41.23897544	-8.54171729	183.7	0	0	9	9
15	29098	1523205350	981	1523205351	41.23897548	-8.5417173	183.7	0	0	9	9
16	29098	1523205352	613	1523205353	41.23897553	-8.54171731	183.7	0	0	9	9
17	29098	1523205353	630	1523205354	41.23897553	-8.54171732	183.7	0	0	9	9
18	29098	1523205354	550	1523205355	41.2389755	-8.54171731	183.8	0	0	9	9
19	29098	1523205356	77	1523205356	41.23897547	-8.5417173	183.8	0	0	9	9
20	29098	1523205358	11	1523205358	41.23897548	-8.54171727	183.8	0	0	9	10
21	29098	1523205360	34	1523205360	41.23897552	-8.54171724	183.8	0	0	9	10
22	29098	1523205361	578	1523205362	41.23897555	-8.54171725	183.8	0	0	9	10
23	29098	1523205363	106	1523205363	41.23897556	-8.54171725	183.8	0	0	9	10
24	29098	1523205365	40	1523205365	41.23897555	-8.54171723	183.8	0	0	9	10
25	29098	1523205367	9	1523205367	41.23897555	-8.54171723	183.8	0	0	9	10
26	29098	1523205369	33	1523205369	41.23897556	-8.54171724	183.8	0	0	9	10
27	29098	1523205370	544	1523205371	41.23897557	-8.54171724	183.8	0	0	9	10
28	29098	1523205372	77	1523205372	41.2389756	-8.54171724	183.8	0	0	9	10
29	29098	1523205374	48	1523205374	41.2389756	-8.54171722	183.8	0	0	9	10
30	29098	1523205376	45	1523205376	41.23897561	-8.54171722	183.8	0	0	9	10
31	29098	1523205377	581	1523205378	41.23897561	-8.54171724	183.8	0	0	9	10
32	29098	1523205379	116	1523205379	41.23897563	-8.54171727	183.8	0	0	9	10
33	29098	1523205381	43	1523205381	41.23897563	-8.54171726	183.9	0	0	9	10
34	29098	1523205383	36	1523205383	41.23897567	-8.54171728	183.9	0	0	9	10
35	29098	1523205385	35	1523205385	41.23897513	-8.54171374	184	145.3	0.75	4	10
36	29098	1523205386	549	1523205387	41.23897382	-8.54170382	183.3	166	1.25	4	9
37	29098	1523205388	77	1523205388	41.23894876	-8.54172444	185.6	206.3	1.75	3	9
38	29098	1523205390	46	1523205390	41.23889646	-8.54175186	185.5	205.3	2.75	4	9
39	29098	1523205392	32	1523205392	41.23883169	-8.54179314	186.7	206.2	3.75	4	9
40	29098	1523205394	48	1523205394	41.23875076	-8.54183626	186.9	204.7	4.5	3	9
41	29098	1523205395	521	1523205396	41.23867017	-8.54188595	187.5	204.8	4.75	4	9
42	29098	1523205396	505	1523205397	41.23863211	-8.5419129	187.5	206.3	4.75	4	9
43	29098	1523205397	475	1523205398	41.23859623	-8.54194295	187.8	209.8	4.5	4	9
