n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	16658	1518263767	276	1518263767	41.23914095	-8.54165692	203	0	0	5	8
2	16658	1518263768	269	1518263768	41.23915099	-8.54165851	203	0	0	5	9
3	16658	1518263769	276	1518263769	41.2391664	-8.54167408	204	0	0	4	9
4	16658	1518263770	270	1518263770	41.23917288	-8.54168197	204	0	0	4	7
5	16658	1518263771	278	1518263771	41.23918222	-8.5416863	204	0	0	5	7
6	16658	1518263772	286	1518263772	41.23918171	-8.54167906	204	0	0	5	7
7	16658	1518263773	281	1518263773	41.23918272	-8.54167181	204	0	0	5	7
8	16658	1518263774	291	1518263774	41.2391828	-8.54167132	203	0	0	6	9
9	16658	1518263775	284	1518263775	41.23918612	-8.54167007	203	0	0	6	9
10	16658	1518263776	282	1518263776	41.23918341	-8.54167065	203	0	0	5	10
11	16658	1518263777	284	1518263777	41.23918041	-8.54167047	203	0	0	5	10
12	16658	1518263778	285	1518263778	41.23917814	-8.54166992	203	0	0	5	10
13	16658	1518263779	276	1518263779	41.23917782	-8.54166982	203	0	0	4	10
14	16658	1518263780	280	1518263780	41.23917783	-8.54166982	203	0	0	4	10
15	16658	1518263781	289	1518263781	41.23917774	-8.54166975	203	0	0	4	10
16	16658	1518263782	288	1518263782	41.23917776	-8.54166983	203	0	0	4	10
17	16658	1518263783	276	1518263783	41.23917758	-8.54166949	203	0	0	4	10
18	16658	1518263784	283	1518263784	41.23917759	-8.54166953	203	0	0	3	10
19	16658	1518263785	287	1518263785	41.2391776	-8.54166959	203	0	0	3	10
20	16658	1518263786	276	1518263786	41.23917762	-8.54166955	203	0	0	4	10
21	16658	1518263787	278	1518263787	41.23917754	-8.54166962	203	0	0	3	10
22	16658	1518263788	286	1518263788	41.23917755	-8.54166965	203	0	0	3	10
23	16658	1518263789	281	1518263789	41.23917747	-8.54166963	203	0	0	3	10
24	16658	1518263790	299	1518263790	41.23917742	-8.54166959	203	0	0	3	10
25	16658	1518263791	278	1518263791	41.23917736	-8.54166957	203	0	0	3	10
26	16658	1518263792	278	1518263792	41.23917728	-8.54166953	203	0	0	3	10
27	16658	1518263793	283	1518263793	41.23917721	-8.54166946	203	0	0	3	10
28	16658	1518263794	278	1518263794	41.23917715	-8.54166939	203	0	0	3	10
29	16658	1518263795	278	1518263795	41.23917713	-8.54166938	203	0	0	3	10
30	16658	1518263796	281	1518263796	41.23917712	-8.54166938	203	0	0	3	10
31	16658	1518263797	278	1518263797	41.23917705	-8.54166938	203	0	0	3	10
32	16658	1518263798	285	1518263798	41.23917701	-8.54166941	203	0	0	3	10
33	16658	1518263799	282	1518263799	41.23917692	-8.54166937	203	0	0	3	10
34	16658	1518263800	281	1518263800	41.23917682	-8.54166937	203	0	0	3	10
35	16658	1518263801	287	1518263801	41.23917677	-8.54166937	203	0	0	3	10
36	16658	1518263802	278	1518263802	41.23917662	-8.54166929	203	0	0	3	10
37	16658	1518263803	284	1518263803	41.23917657	-8.54166928	203	0	0	3	10
38	16658	1518263804	282	1518263804	41.23917503	-8.54166943	203	103.6	0.25	3	10
39	16658	1518263805	276	1518263805	41.2391606	-8.54167736	201	168.1	0.75	3	9
40	16658	1518263806	276	1518263806	41.23915218	-8.54167126	201	160.1	0.75	3	9
41	16658	1518263807	274	1518263807	41.23914048	-8.54167256	200	160.1	0.75	3	10
42	16658	1518263808	281	1518263808	41.23912894	-8.54167133	199	166.6	1	3	10
43	16658	1518263809	271	1518263809	41.23910663	-8.54167333	198	179.3	1.75	3	10
44	16658	1518263810	288	1518263810	41.23908002	-8.54167376	199	196.8	2.25	3	10
45	16658	1518263811	285	1518263811	41.23905104	-8.54167484	200	206.9	3	3	10
46	16658	1518263812	280	1518263812	41.23902033	-8.54169138	200	205.7	3.5	4	9
47	16658	1518263813	289	1518263813	41.23898574	-8.54170825	200	205.9	4	3	9
48	16658	1518263814	280	1518263814	41.23895061	-8.54172991	200	206.3	4.25	4	8
49	16658	1518263815	289	1518263815	41.23890913	-8.54175393	200	205.6	4.5	4	9
50	16658	1518263816	278	1518263816	41.23885547	-8.54177673	201	206.6	5.75	4	10
51	16658	1518263817	278	1518263817	41.23880378	-8.5418125	201	207.5	6.25	4	8
52	16658	1518263818	288	1518263818	41.23875047	-8.54184579	201	207.7	6.25	4	8
53	16658	1518263819	279	1518263819	41.2387074	-8.54187691	201	207.9	5.75	4	10
54	16658	1518263820	290	1518263820	41.23867462	-8.54191144	200	212.2	4.5	3	10
55	16658	1518263821	291	1518263821	41.23866491	-8.54192787	200	225.2	2.5	3	9
56	16658	1518263822	283	1518263822	41.23865193	-8.54194709	200	232.6	2.5	3	9
57	16658	1518263823	281	1518263823	41.23864609	-8.54199468	200	254.4	3.5	3	9
58	16658	1518263824	280	1518263824	41.23864588	-8.54205721	200	270.4	5.25	3	8
59	16658	1518263825	272	1518263825	41.23866929	-8.54213336	199	292.6	6	3	8
60	16658	1518263826	288	1518263826	41.23867872	-8.5422087	198	284.5	6.5	3	8
61	16658	1518263827	280	1518263827	41.23869441	-8.54229301	198	285	7.25	3	8
62	16658	1518263828	285	1518263828	41.23871244	-8.54238073	198	286.2	7	3	8
63	16658	1518263829	285	1518263829	41.23872526	-8.54245592	197	286.2	6.75	3	8
64	16658	1518263830	275	1518263830	41.23874115	-8.54252317	196	296.1	5.25	3	7
65	16658	1518263831	282	1518263831	41.23875561	-8.54257224	195	294.8	4	3	6
66	16658	1518263832	273	1518263832	41.2387697	-8.54259943	194	298.6	2.25	3	9
67	16658	1518263833	275	1518263833	41.23877441	-8.54261697	194	298.6	0.75	3	9
68	16658	1518263834	279	1518263834	41.23877328	-8.54261785	195	0	0	3	8
69	16658	1518263835	278	1518263835	41.23875963	-8.54262081	192	0	0	3	9
70	16658	1518263836	284	1518263836	41.23875339	-8.54262408	192	0	0	3	8
71	16658	1518263837	281	1518263837	41.23875336	-8.5426248	192	298.6	0.5	3	8
72	16658	1518263838	281	1518263838	41.23875309	-8.54263058	192	298.6	0.5	4	8
73	16658	1518263839	278	1518263839	41.23875235	-8.5426693	192	258.6	2.75	3	8
74	16658	1518263840	278	1518263840	41.23874771	-8.54269985	192	258.6	2.75	4	8
75	16658	1518263841	276	1518263841	41.23874277	-8.54273244	192	258.6	2.75	6	8
76	16658	1518263842	274	1518263842	41.23865025	-8.54280146	185	206.7	7.25	3	10
77	16658	1518263843	276	1518263843	41.23857556	-8.54284489	184	204.4	8.5	3	8
78	16658	1518263844	292	1518263844	41.23848787	-8.54289127	182	203.4	9.5	3	8
79	16658	1518263845	284	1518263845	41.2383879	-8.54295211	180	204.5	11.25	3	9
80	16658	1518263846	279	1518263846	41.2382948	-8.54301208	178	205.3	12.5	3	7
81	16658	1518263847	276	1518263847	41.23818951	-8.54308833	178	205.1	12.75	3	8
82	16658	1518263848	280	1518263848	41.23808176	-8.54315922	179	204.7	13.75	3	9
83	16658	1518263849	281	1518263849	41.23796518	-8.5432264	179	204.5	14.75	3	7
84	16658	1518263850	279	1518263850	41.23783875	-8.54329801	179	203	15	3	9
85	16658	1518263851	286	1518263851	41.23771014	-8.54337946	176	205.9	15.5	3	8
86	16658	1518263852	275	1518263852	41.23757854	-8.54345477	176	205.7	15.75	3	9
87	16658	1518263853	277	1518263853	41.23745454	-8.54353139	177	205.2	15.25	3	10
88	16658	1518263854	281	1518263854	41.23733781	-8.5436057	178	205.3	15	3	9
89	16658	1518263855	289	1518263855	41.2372152	-8.54368505	178	205.6	14.75	3	9
90	16658	1518263856	276	1518263856	41.23709745	-8.54375514	179	205.3	14.75	3	10
91	16658	1518263857	279	1518263857	41.23698494	-8.54382597	179	204.9	14.75	3	9
92	16658	1518263858	289	1518263858	41.23687628	-8.54389463	179	204.8	14.5	3	9
93	16658	1518263859	285	1518263859	41.23674982	-8.54396709	178	204.5	14.25	3	9
94	16658	1518263860	284	1518263860	41.23663356	-8.54404142	177	204.8	13.75	3	9
95	16658	1518263861	283	1518263861	41.23652993	-8.54411244	177	204.8	13	3	10
96	16658	1518263862	276	1518263862	41.23642648	-8.54417641	176	206	11.75	3	9
97	16658	1518263863	279	1518263863	41.2363428	-8.54424439	176	218.2	9.75	3	10
98	16658	1518263864	277	1518263864	41.23629428	-8.54431607	176	238.4	8.75	3	10
99	16658	1518263865	275	1518263865	41.23627722	-8.54441257	176	262.4	8.75	3	9
100	16658	1518263866	276	1518263866	41.23628186	-8.54453667	176	274.6	9	3	8
