n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	39564	1529167533	68	1529167537	41.17999495	-8.59521307	178.3	0	0	3	11
2	39564	1529167534	68	1529167538	41.17999739	-8.59521558	178.6	0	0	3	11
3	39564	1529167535	586	1529167539	41.17999085	-8.59521248	179.4	0	0	3	11
4	39564	1529167537	91	1529167541	41.17999539	-8.59521034	178.3	0	0	3	10
5	39564	1529167538	628	1529167542	41.17999922	-8.59521211	178	0	0	3	10
6	39564	1529167540	68	1529167544	41.180005	-8.59521464	178.1	0	0	3	11
7	39564	1529167541	70	1529167545	41.18000615	-8.59521518	178	0	0	3	11
8	39564	1529167542	69	1529167546	41.18000674	-8.59521549	178	0	0	3	11
9	39564	1529167543	68	1529167547	41.18000706	-8.59521566	178	0	0	3	11
10	39564	1529167544	69	1529167548	41.18000721	-8.59521572	178	0	0	3	11
11	39564	1529167545	69	1529167549	41.18000729	-8.59521574	178	0	0	3	11
12	39564	1529167546	62	1529167550	41.18000733	-8.59521573	178	0	0	3	11
13	39564	1529167547	589	1529167551	41.18000735	-8.59521571	177.9	0	0	3	11
14	39564	1529167549	615	1529167553	41.18000737	-8.59521567	177.9	0	0	3	11
15	39564	1529167551	157	1529167555	41.18000736	-8.59521562	177.9	0	0	3	11
16	39564	1529167552	678	1529167556	41.18000736	-8.59521559	177.9	0	0	3	11
17	39564	1529167554	608	1529167558	41.18000736	-8.59521556	177.9	0	0	3	11
18	39564	1529167556	608	1529167560	41.1800074	-8.59521554	177.9	0	0	3	11
19	39564	1529167558	167	1529167562	41.1800074	-8.59521553	177.9	0	0	3	11
20	39564	1529167559	688	1529167563	41.1800074	-8.59521553	177.9	0	0	3	11
21	39564	1529167561	646	1529167565	41.1800074	-8.59521552	177.9	0	0	3	12
22	39564	1529167563	601	1529167567	41.18000741	-8.5952155	177.9	0	0	3	12
23	39564	1529167565	616	1529167569	41.18000743	-8.59521548	177.9	0	0	3	11
24	39564	1529167567	146	1529167571	41.18000747	-8.59521546	177.9	0	0	3	11
25	39564	1529167568	675	1529167572	41.18000748	-8.59521545	177.9	0	0	3	11
26	39564	1529167570	635	1529167574	41.18000751	-8.59521542	177.9	0	0	3	12
27	39564	1529167572	609	1529167576	41.18000752	-8.59521537	178	0	0	3	12
28	39564	1529167574	143	1529167578	41.18000754	-8.59521537	177.9	0	0	3	10
29	39564	1529167575	145	1529167579	41.18000755	-8.59521537	178	0	0	3	9
30	39564	1529167576	120	1529167580	41.18000756	-8.59521537	178	0	0	3	9
31	39564	1529167577	129	1529167581	41.18000756	-8.59521537	178	0	0	3	9
32	39564	1529167578	64	1529167582	41.18000756	-8.59521537	178	0	0	4	9
33	39564	1529167579	65	1529167583	41.18000756	-8.59521536	178	0	0	4	8
34	39564	1529167580	73	1529167584	41.18000754	-8.59521533	178	0	0	3	9
35	39564	1529167581	73	1529167585	41.18000754	-8.59521531	178	0	0	3	12
36	39564	1529167582	65	1529167586	41.18000753	-8.59521527	178	0	0	3	12
37	39564	1529167583	588	1529167587	41.18000747	-8.59521521	178	0	0	3	12
38	39564	1529167585	100	1529167589	41.18000739	-8.59521513	178	0	0	3	10
39	39564	1529167586	630	1529167590	41.18000732	-8.59521511	178	0	0	3	9
40	39564	1529167588	150	1529167592	41.18000725	-8.59521511	178	0	0	3	10
41	39564	1529167589	144	1529167593	41.18000723	-8.59521511	178	0	0	3	11
42	39564	1529167590	150	1529167594	41.18000721	-8.5952151	178	0	0	3	11
43	39564	1529167591	125	1529167595	41.18000719	-8.59521508	178	0	0	3	9
44	39564	1529167592	128	1529167596	41.18000715	-8.59521503	178	0	0	3	10
45	39564	1529167593	137	1529167597	41.18000712	-8.59521502	178	0	0	3	10
46	39564	1529167594	151	1529167598	41.18000712	-8.59521504	178	0	0	3	9
47	39564	1529167595	144	1529167599	41.18000835	-8.59521794	178	145.2	0.5	3	10
48	39564	1529167596	150	1529167600	41.1800153	-8.59522695	178.5	317.4	1	3	11
49	39564	1529167597	142	1529167601	41.18002681	-8.59523946	178.6	317.5	1.5	3	11
50	39564	1529167598	70	1529167602	41.18003671	-8.59525147	178.5	317.5	1.5	4	11
51	39564	1529167599	95	1529167603	41.18007275	-8.59527963	178.2	327.5	2.75	4	11
52	39564	1529167600	619	1529167604	41.18010033	-8.59529784	177.4	329.4	2.75	3	10
53	39564	1529167602	74	1529167606	41.18015936	-8.59533672	177.7	331.4	3	3	11
54	39564	1529167603	74	1529167607	41.18018847	-8.59535568	178.3	330	2.75	4	12
55	39564	1529167604	72	1529167608	41.1802078	-8.59536844	178.2	330.3	2.5	3	12
56	39564	1529167605	72	1529167609	41.18020884	-8.59536707	178.3	330.3	0.5	3	12
57	39564	1529167606	72	1529167610	41.18020634	-8.59536102	178.2	0	0	3	11
58	39564	1529167607	73	1529167611	41.18020538	-8.595358	178.5	0	0	3	11
59	39564	1529167608	72	1529167612	41.18020477	-8.59535686	178.4	0	0	3	11
60	39564	1529167609	609	1529167613	41.18020444	-8.59535502	178.4	0	0	3	11
61	39564	1529167611	609	1529167615	41.18020394	-8.59535551	178.4	0	0	3	11
62	39564	1529167613	619	1529167617	41.18020338	-8.59535781	178.6	0	0	3	11
63	39564	1529167615	155	1529167619	41.18020338	-8.5953599	178.8	0	0	3	11
64	39564	1529167616	686	1529167620	41.18020334	-8.59536005	178.8	0	0	3	11
65	39564	1529167618	611	1529167622	41.18020335	-8.5953601	178.8	0	0	3	12
66	39564	1529167620	621	1529167624	41.18020342	-8.59536002	178.8	0	0	3	11
67	39564	1529167622	633	1529167626	41.18020346	-8.59535999	178.8	0	0	3	11
68	39564	1529167624	125	1529167628	41.18020341	-8.59536014	178.8	0	0	3	11
69	39564	1529167625	652	1529167629	41.18020339	-8.59536021	178.8	0	0	3	11
70	39564	1529167627	603	1529167631	41.18020332	-8.59536043	178.8	0	0	3	12
71	39564	1529167629	620	1529167633	41.18020331	-8.59536056	178.8	0	0	3	12
72	39564	1529167631	149	1529167635	41.1802033	-8.59536061	178.8	0	0	3	12
73	39564	1529167632	669	1529167636	41.18020331	-8.5953606	178.8	0	0	3	12
74	39564	1529167634	629	1529167638	41.18020333	-8.59536057	178.8	0	0	3	12
75	39564	1529167636	640	1529167640	41.18020336	-8.59536051	178.8	0	0	3	12
76	39564	1529167638	653	1529167642	41.18020337	-8.59536048	178.8	0	0	3	12
77	39564	1529167640	616	1529167644	41.18020338	-8.59536044	178.8	0	0	3	12
78	39564	1529167642	72	1529167646	41.1802034	-8.59536039	178.8	0	0	3	12
79	39564	1529167643	609	1529167647	41.18020341	-8.59536037	178.8	0	0	3	12
80	39564	1529167645	617	1529167649	41.18020342	-8.59536032	178.8	0	0	3	12
81	39564	1529167647	154	1529167651	41.18020343	-8.59536029	178.8	0	0	3	12
82	39564	1529167648	681	1529167652	41.18020343	-8.59536028	178.8	0	0	3	12
83	39564	1529167650	623	1529167654	41.18020345	-8.59536026	178.8	0	0	3	11
84	39564	1529167652	618	1529167656	41.18020346	-8.59536022	178.8	0	0	3	11
85	39564	1529167654	667	1529167658	41.18020346	-8.59536023	178.8	0	0	3	11
86	39564	1529167656	116	1529167660	41.18020347	-8.59536021	178.8	0	0	3	12
87	39564	1529167657	645	1529167661	41.18020347	-8.5953602	178.8	0	0	3	12
88	39564	1529167659	628	1529167663	41.18020348	-8.59536019	178.8	0	0	3	11
89	39564	1529167661	631	1529167665	41.18020349	-8.59536015	178.8	0	0	3	11
90	39564	1529167663	158	1529167667	41.18020351	-8.59536013	178.8	0	0	3	11
91	39564	1529167664	677	1529167668	41.18020352	-8.59536013	178.8	0	0	3	11
92	39564	1529167666	622	1529167670	41.18020355	-8.5953601	178.8	0	0	3	11
93	39564	1529167668	638	1529167672	41.18020357	-8.5953601	178.8	0	0	3	10
94	39564	1529167670	607	1529167674	41.18020361	-8.5953601	178.8	0	0	3	10
95	39564	1529167672	135	1529167676	41.18020363	-8.59536009	178.8	0	0	3	11
96	39564	1529167673	657	1529167677	41.18020364	-8.59536009	178.8	0	0	3	11
97	39564	1529167675	604	1529167679	41.1802037	-8.59536008	178.8	0	0	3	10
98	39564	1529167677	76	1529167681	41.18020371	-8.59536004	178.8	0	0	4	11
99	39564	1529167678	83	1529167682	41.18020374	-8.59536001	178.8	0	0	3	12
100	39564	1529167679	77	1529167683	41.18020782	-8.5953627	178.8	330.3	0.5	3	12
101	39564	1529167680	74	1529167684	41.1802138	-8.59536557	178.5	330.3	0.5	4	12
102	39564	1529167681	74	1529167685	41.18023859	-8.59538378	178.9	330.3	2.25	4	12
103	39564	1529167682	75	1529167686	41.18026373	-8.59540323	178.7	330.6	2.75	3	12
104	39564	1529167683	83	1529167687	41.18028919	-8.59542232	178.4	331	2.75	3	13
105	39564	1529167684	83	1529167688	41.18031585	-8.59544234	178.7	331.6	3	3	12
106	39564	1529167685	83	1529167689	41.18034271	-8.59546293	178.5	331.4	3	3	13
107	39564	1529167686	82	1529167690	41.18037076	-8.59547808	178.5	338	3	3	13
108	39564	1529167687	85	1529167691	41.18039955	-8.59547827	178.1	356.2	3	3	13
109	39564	1529167688	83	1529167692	41.18042356	-8.59545492	178	28.4	3	3	13
110	39564	1529167689	75	1529167693	41.18043977	-8.5954177	178	52.3	3.25	3	13
111	39564	1529167690	80	1529167694	41.18045391	-8.59537408	177.9	61.9	3.25	3	12
112	39564	1529167691	75	1529167695	41.18047431	-8.59531434	178	63.1	4.75	3	12
113	39564	1529167692	85	1529167696	41.18049426	-8.5952575	177.9	63.1	4.75	3	12
114	39564	1529167693	76	1529167697	41.18051479	-8.59520138	178	62.8	4.75	3	12
115	39564	1529167694	84	1529167698	41.18053508	-8.59514689	177.9	62.7	4.75	3	11
116	39564	1529167695	76	1529167699	41.18055417	-8.59509453	177.7	63.3	4.75	3	11
117	39564	1529167696	84	1529167700	41.18057124	-8.5950473	177.9	63.8	4.5	4	11
118	39564	1529167697	76	1529167701	41.18058895	-8.59502108	178.4	54.1	3.25	3	12
119	39564	1529167698	86	1529167702	41.18061454	-8.59500584	179.4	35.3	3	4	12
120	39564	1529167699	80	1529167703	41.18065125	-8.59501216	177.1	5.7	3.5	4	12
121	39564	1529167700	76	1529167704	41.18069141	-8.59502834	175.5	352.7	4	3	13
122	39564	1529167701	84	1529167705	41.18076495	-8.59508591	175.4	345.8	5.75	4	13
123	39564	1529167702	86	1529167706	41.18081433	-8.59514053	176.4	329.5	6.5	3	13
124	39564	1529167703	85	1529167707	41.18086716	-8.59517574	176.6	331.6	6.75	4	13
125	39564	1529167704	77	1529167708	41.18092271	-8.59521725	176.9	332.5	7	3	13
126	39564	1529167705	85	1529167709	41.18098056	-8.59525364	177	334.4	7.25	4	13
127	39564	1529167706	77	1529167710	41.18103741	-8.59529311	177.5	333.5	7.25	4	13
128	39564	1529167707	90	1529167711	41.18110041	-8.59533711	177.5	331.5	7.5	4	13
129	39564	1529167708	85	1529167712	41.18115976	-8.59537527	177.9	332.9	7.5	3	13
130	39564	1529167709	85	1529167713	41.1812207	-8.59541968	178.4	331.2	7.5	3	13
131	39564	1529167710	87	1529167714	41.1812779	-8.59546556	178.1	329.7	7.5	4	13
132	39564	1529167711	85	1529167715	41.18133941	-8.59550421	177.3	332.5	7.5	4	13
133	39564	1529167712	78	1529167716	41.18139984	-8.59554624	177.1	333.9	7.5	4	13
134	39564	1529167713	81	1529167717	41.18146061	-8.59558588	176.9	333.6	7.5	4	13
135	39564	1529167714	85	1529167718	41.18152061	-8.59562824	176.4	334.8	7.25	4	13
136	39564	1529167715	78	1529167719	41.18158204	-8.59565759	175.6	340.8	6.75	3	13
137	39564	1529167716	85	1529167720	41.18163353	-8.59566806	175.5	346.8	6	4	13
138	39564	1529167717	77	1529167721	41.18167328	-8.59567479	175.4	353.8	4.5	4	13
139	39564	1529167718	80	1529167722	41.18170691	-8.59565932	174.9	11.9	4	4	13
140	39564	1529167719	86	1529167723	41.18171494	-8.59564542	175.2	28	2.5	4	13
141	39564	1529167720	78	1529167724	41.18171265	-8.59564212	175	47.7	1	3	13
142	39564	1529167721	94	1529167725	41.18171401	-8.59563769	175.2	0	0	3	13
143	39564	1529167722	82	1529167726	41.18171582	-8.59563532	175.5	0	0	3	13
144	39564	1529167723	78	1529167727	41.18171659	-8.59563197	175.7	0	0	3	13
145	39564	1529167724	87	1529167728	41.18171476	-8.59563048	175.8	0	0	3	13
146	39564	1529167725	82	1529167729	41.18171622	-8.59563311	176.2	0	0	3	13
147	39564	1529167726	87	1529167730	41.18171532	-8.59563463	176.2	0	0	3	13
148	39564	1529167727	78	1529167731	41.18171501	-8.59563374	176.6	0	0	3	12
149	39564	1529167728	95	1529167732	41.18171176	-8.59563066	176.7	0	0	3	12
150	39564	1529167729	87	1529167733	41.18171288	-8.59562886	176.7	47.7	0.25	3	13
151	39564	1529167730	87	1529167734	41.18171652	-8.59561495	176.8	71.4	1.25	4	13
152	39564	1529167731	80	1529167735	41.18172039	-8.59557768	176.2	79.6	3	4	13
153	39564	1529167732	95	1529167736	41.18171467	-8.59552293	176.7	98.9	4.25	4	13
154	39564	1529167733	80	1529167737	41.18169147	-8.59544121	176.5	109.5	6.5	3	13
155	39564	1529167734	95	1529167738	41.18166982	-8.59534826	176.4	107.3	8	4	13
156	39564	1529167735	87	1529167739	41.18163708	-8.59524297	176.2	110.4	9	4	13
157	39564	1529167736	89	1529167740	41.18159568	-8.59512471	176.1	113.3	10.25	4	13
158	39564	1529167737	90	1529167741	41.18155649	-8.59499533	176.6	113.7	11.5	4	13
159	39564	1529167738	79	1529167742	41.18151993	-8.59486697	176.6	114.1	11.5	4	13
160	39564	1529167739	80	1529167743	41.18147256	-8.59474974	177.1	114.9	11.25	4	12
161	39564	1529167740	96	1529167744	41.18142969	-8.59462351	177.1	116	11.25	4	12
162	39564	1529167741	79	1529167745	41.18138613	-8.59450066	176.9	115.5	11.5	4	12
163	39564	1529167742	80	1529167746	41.18133648	-8.59437601	177	117	11.5	4	12
164	39564	1529167743	84	1529167747	41.18128664	-8.59425587	177	117.9	11.75	4	13
165	39564	1529167744	80	1529167748	41.18123846	-8.59413469	176.7	118.7	11.75	4	13
166	39564	1529167745	72	1529167749	41.18119249	-8.59401265	176.8	118	12	4	12
167	39564	1529167746	99	1529167750	41.18114247	-8.59389072	176.7	118.4	11.75	4	13
168	39564	1529167747	88	1529167751	41.18109462	-8.59377518	176.6	118.3	11.75	4	12
169	39564	1529167748	80	1529167752	41.18104536	-8.59365196	177.1	118	11.75	4	13
170	39564	1529167749	90	1529167753	41.18099515	-8.59353184	177.4	118.3	12	3	12
171	39564	1529167750	81	1529167754	41.18094483	-8.59340746	177.3	118.4	12	3	12
172	39564	1529167751	88	1529167755	41.18089255	-8.59328256	177.3	118.5	12	3	12
173	39564	1529167752	80	1529167756	41.18083874	-8.5931591	177.6	118.4	12	4	13
174	39564	1529167753	83	1529167757	41.18078616	-8.59302908	177.5	118.5	12	3	13
175	39564	1529167754	80	1529167758	41.18073415	-8.59290019	177.1	118.6	12	3	13
176	39564	1529167755	81	1529167759	41.18068257	-8.5927725	176.7	118.7	11.75	3	13
177	39564	1529167756	80	1529167760	41.18063126	-8.59264926	176.7	118.9	12	3	12
178	39564	1529167757	92	1529167761	41.18057986	-8.59252309	176.8	119.1	12.25	4	13
179	39564	1529167758	85	1529167762	41.1805279	-8.59239616	176.1	119	12.25	4	13
180	39564	1529167759	81	1529167763	41.18047126	-8.59226359	176.4	118.6	12.25	3	13
181	39564	1529167760	99	1529167764	41.18042133	-8.59213553	175.9	118.2	12.25	4	13
182	39564	1529167761	82	1529167765	41.18036801	-8.59200757	175.7	118.4	12.25	3	13
183	39564	1529167762	90	1529167766	41.18031542	-8.59187917	175.6	117.9	12.25	4	13
184	39564	1529167763	90	1529167767	41.18026445	-8.59175008	175.5	116.9	12.25	4	13
185	39564	1529167764	98	1529167768	41.18021386	-8.59160424	176.5	114.3	12.75	4	13
186	39564	1529167765	89	1529167769	41.18017229	-8.59145897	175.8	111.3	13.25	3	14
187	39564	1529167766	97	1529167770	41.18012433	-8.59130555	175.9	112.3	13.75	3	14
188	39564	1529167767	93	1529167771	41.18007653	-8.59115488	175.9	112.7	13.75	4	14
189	39564	1529167768	81	1529167772	41.18003037	-8.59100467	175.9	111	13.5	4	14
190	39564	1529167769	82	1529167773	41.17999215	-8.59085939	176.1	108.6	12.75	4	13
191	39564	1529167770	90	1529167774	41.17995887	-8.59071933	176.1	108	12.25	4	14
192	39564	1529167771	94	1529167775	41.17992741	-8.59058477	175.6	108.1	11.5	3	14
193	39564	1529167772	90	1529167776	41.17989916	-8.59046208	175.2	108.4	11	3	14
194	39564	1529167773	93	1529167777	41.17987319	-8.59034538	175	108	10.5	3	14
195	39564	1529167774	100	1529167778	41.179848	-8.59023623	175.3	107	9.75	3	15
196	39564	1529167776	130	1529167780	41.17981665	-8.59002036	176	101.4	8.5	3	13
197	39564	1529167777	83	1529167781	41.17978848	-8.58993547	176.7	102.1	7.5	3	9
198	39564	1529167778	101	1529167782	41.17977998	-8.58986451	177	98	6.25	4	9
199	39564	1529167779	119	1529167783	41.17978928	-8.58980715	176.8	80.4	4.75	3	12
200	39564	1529167780	639	1529167784	41.17981019	-8.58977253	177.3	42.8	3.5	3	12
201	39564	1529167782	626	1529167786	41.17984223	-8.58976526	177.8	355.5	1.25	4	12
202	39564	1529167784	122	1529167788	41.17984101	-8.58976106	178.5	0	0	3	12
203	39564	1529167785	142	1529167789	41.17984093	-8.58976057	178.5	0	0	3	12
204	39564	1529167786	90	1529167790	41.1798363	-8.58975801	178.8	0	0	3	11
205	39564	1529167787	618	1529167791	41.1798405	-8.58975472	178.5	0	0	4	11
206	39564	1529167789	633	1529167793	41.17984139	-8.58975817	178.1	0	0	4	12
207	39564	1529167791	138	1529167795	41.17984299	-8.58976341	178.2	0	0	4	12
208	39564	1529167792	156	1529167796	41.17984475	-8.58976416	178.5	0	0	4	11
209	39564	1529167793	98	1529167797	41.17984348	-8.58976591	178.7	0	0	4	11
210	39564	1529167794	617	1529167798	41.17984214	-8.58976629	178.9	0	0	4	12
211	39564	1529167796	636	1529167800	41.1798386	-8.58976772	179.1	0	0	4	12
212	39564	1529167798	145	1529167802	41.17983633	-8.58976856	179.4	0	0	4	11
213	39564	1529167799	146	1529167803	41.179836	-8.58976864	179.6	0	0	4	11
214	39564	1529167800	129	1529167804	41.1798364	-8.58976833	179.5	0	0	4	11
215	39564	1529167801	130	1529167805	41.17983675	-8.5897681	179.5	0	0	4	11
216	39564	1529167802	90	1529167806	41.17983705	-8.58976788	179.5	0	0	4	11
217	39564	1529167803	618	1529167807	41.17983724	-8.58976771	179.5	0	0	4	12
218	39564	1529167805	137	1529167809	41.17983719	-8.58976696	179.5	0	0	4	11
219	39564	1529167806	153	1529167810	41.17983704	-8.58976677	179.5	0	0	4	10
220	39564	1529167807	139	1529167811	41.17983687	-8.58976656	179.5	0	0	4	11
221	39564	1529167808	154	1529167812	41.17983675	-8.58976639	179.5	0	0	4	11
222	39564	1529167809	110	1529167813	41.17983669	-8.5897663	179.5	0	0	4	11
223	39564	1529167810	636	1529167814	41.17983676	-8.58976617	179.5	0	0	4	11
224	39564	1529167812	617	1529167816	41.17983708	-8.58976584	179.5	0	0	4	12
225	39564	1529167814	167	1529167818	41.17983713	-8.58976515	179.5	0	0	4	12
226	39564	1529167815	161	1529167819	41.1798371	-8.58976498	179.6	0	0	4	11
227	39564	1529167816	135	1529167820	41.17983707	-8.58976478	179.6	0	0	4	11
228	39564	1529167817	167	1529167821	41.17983709	-8.5897646	179.6	0	0	4	11
229	39564	1529167818	96	1529167822	41.17983708	-8.5897644	179.6	0	0	4	11
230	39564	1529167819	115	1529167823	41.17983699	-8.5897642	179.7	0	0	4	11
231	39564	1529167820	105	1529167824	41.17983695	-8.58976406	179.7	0	0	4	11
232	39564	1529167821	105	1529167825	41.17983694	-8.58976378	179.8	0	0	4	11
233	39564	1529167822	105	1529167826	41.17983701	-8.58976359	179.8	0	0	4	10
234	39564	1529167823	105	1529167827	41.179837	-8.58976337	179.8	0	0	4	9
235	39564	1529167824	138	1529167828	41.17983716	-8.58976431	179.9	355.5	0.5	4	9
236	39564	1529167825	93	1529167829	41.17983012	-8.58974193	181	0	0	4	9
237	39564	1529167826	104	1529167830	41.17983095	-8.58974466	181.2	0	0	5	10
238	39564	1529167827	626	1529167831	41.17983388	-8.58974749	181.6	0	0	5	11
239	39564	1529167829	107	1529167833	41.17983798	-8.58974811	182.5	0	0	5	9
240	39564	1529167830	627	1529167834	41.17984007	-8.58974845	182.9	0	0	4	10
241	39564	1529167832	92	1529167836	41.17984348	-8.58975085	183.2	0	0	4	10
242	39564	1529167833	100	1529167837	41.17984353	-8.58975233	183.2	0	0	4	9
243	39564	1529167834	83	1529167838	41.17984786	-8.58975033	182.8	0	0	4	9
244	39564	1529167835	108	1529167839	41.17984771	-8.58975169	182.9	0	0	4	9
245	39564	1529167836	629	1529167840	41.17984907	-8.58975172	182.9	0	0	4	10
246	39564	1529167838	165	1529167842	41.17984976	-8.58975171	183	0	0	4	10
247	39564	1529167839	118	1529167843	41.17984992	-8.58975175	183	0	0	4	10
248	39564	1529167840	134	1529167844	41.17984997	-8.58975174	183.1	0	0	4	9
249	39564	1529167841	119	1529167845	41.17985003	-8.58975177	183.1	0	0	4	10
