n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	39910	1529768750	560	1529768750	41.179847	-8.59521276	196	0	0	4	9
2	39910	1529768751	559	1529768751	41.17984276	-8.5952132	196	0	0	3	9
3	39910	1529768752	581	1529768752	41.17983908	-8.59521162	196	0	0	3	9
4	39910	1529768753	596	1529768753	41.17984997	-8.5952071	196	0	0	3	8
5	39910	1529768754	585	1529768754	41.17984415	-8.59520642	196	0	0	3	8
6	39910	1529768755	566	1529768755	41.17984415	-8.59520642	196	0	0	3	8
7	39910	1529768756	561	1529768756	41.17984197	-8.59520826	195	0	0	3	10
8	39910	1529768757	567	1529768757	41.17984188	-8.59520733	195	0	0	3	10
9	39910	1529768758	563	1529768758	41.17984249	-8.59520735	194	0	0	3	10
10	39910	1529768759	562	1529768759	41.17984308	-8.59520625	193	0	0	3	10
11	39910	1529768760	563	1529768760	41.17984347	-8.59520507	193	0	0	3	11
12	39910	1529768761	562	1529768761	41.17984289	-8.59520548	193	0	0	3	11
13	39910	1529768762	563	1529768762	41.17984304	-8.59520514	193	0	0	3	11
14	39910	1529768763	565	1529768763	41.17984308	-8.59520538	193	0	0	3	11
15	39910	1529768764	560	1529768764	41.17984303	-8.59520515	193	0	0	3	11
16	39910	1529768765	555	1529768765	41.17984309	-8.59520513	193	0	0	3	11
17	39910	1529768766	574	1529768766	41.17984312	-8.5952051	193	0	0	3	8
18	39910	1529768767	567	1529768767	41.17984317	-8.59520511	193	0	0	3	8
19	39910	1529768768	551	1529768768	41.17984318	-8.5952051	193	0	0	3	8
20	39910	1529768769	552	1529768769	41.17984321	-8.5952051	193	0	0	3	8
21	39910	1529768770	548	1529768770	41.17984321	-8.59520507	193	0	0	3	8
22	39910	1529768771	570	1529768771	41.17984321	-8.59520503	193	0	0	3	9
23	39910	1529768772	585	1529768772	41.17984322	-8.59520505	193	0	0	3	8
24	39910	1529768773	585	1529768773	41.17984322	-8.59520506	193	0	0	3	8
25	39910	1529768774	566	1529768774	41.17984321	-8.59520506	193	0	0	3	8
26	39910	1529768775	574	1529768775	41.17984319	-8.59520508	193	0	0	3	8
27	39910	1529768776	586	1529768776	41.17984321	-8.59520508	193	0	0	3	8
28	39910	1529768777	586	1529768777	41.17984317	-8.5952051	193	0	0	3	8
