1411812380975,41.1779392,-8.5985796,0.0,42.0
1411812391662,41.1779539,-8.59850033,180.3000030517578,32.0
1411812396000,41.177869,-8.59845923,189.5,52.0
1411812397000,41.17775575,-8.59842856,196.3000030517578,40.0
1411812398000,41.1778201,-8.59837226,197.89999389648438,10.0
1411812400985,41.1778956,-8.5984639,0.0,40.5
1411812420984,41.1779021,-8.598454,0.0,45.0
1411812428000,41.17774982,-8.59834653,196.89999389648438,6.0
1411812429000,41.17773291,-8.59840954,195.8000030517578,6.0
1411812432000,41.1777778,-8.59845076,195.39999389648438,5.0
1411812441000,41.17773771,-8.59850581,181.89999389648438,4.0
1411812444000,41.17769309,-8.59853123,180.3000030517578,4.0
1411812447000,41.17769607,-8.5985977,180.0,4.0
1411812449000,41.1777261,-8.59864686,179.0,4.0
1411812451114,41.1772327,-8.5997413,0.0,34.5
1411812451000,41.17776485,-8.59872775,177.8000030517578,4.0
1411812453000,41.17780535,-8.59882444,177.8000030517578,4.0
1411812455000,41.17784889,-8.59892881,178.0,4.0
1411812456000,41.17788236,-8.59904822,178.3000030517578,10.0
1411812457000,41.17789571,-8.59911322,178.60000610351563,10.0
1411812458000,41.17791313,-8.59916817,178.5,10.0
1411812459000,41.17789852,-8.59923654,178.10000610351563,11.0
1411812461000,41.17779597,-8.59929424,178.0,10.0
1411812462000,41.17772698,-8.59932593,177.8000030517578,10.0
1411812463000,41.17767285,-8.59936948,177.39999389648438,10.0
1411812464000,41.17762115,-8.59940047,177.5,10.0
1411812465000,41.17757098,-8.59943934,177.3000030517578,10.0
1411812466000,41.17748008,-8.5994793,178.0,10.0
1411812467000,41.17739602,-8.5995306,177.5,10.0
1411812468000,41.1773064,-8.59955441,177.89999389648438,10.0
1411812469000,41.17720771,-8.59960467,177.3000030517578,10.0
1411812470000,41.17711641,-8.59965016,177.60000610351563,11.0
1411812471000,41.17703409,-8.59967934,178.6999969482422,11.0
1411812472000,41.17692963,-8.599766989999999,177.6999969482422,10.0
1411812473000,41.17684473,-8.5998137,177.6999969482422,11.0
1411812474000,41.17675865,-8.599857,177.3000030517578,10.0
1411812475000,41.17667146,-8.59989393,176.8000030517578,10.0
1411812476000,41.17659085,-8.59994281,176.6999969482422,10.0
1411812477000,41.17651093,-8.59998281,176.6999969482422,10.0
1411812478000,41.17642528,-8.60000212,177.3000030517578,10.0
1411812479000,41.17635876,-8.60006206,177.60000610351563,10.0
1411812480000,41.17627574,-8.60011609,177.8000030517578,10.0
1411812481000,41.17618766,-8.6001542,177.1999969482422,11.0
1411812482000,41.17611662,-8.60018614,177.5,10.0
1411812483000,41.17601702,-8.60018586,177.1999969482422,10.0
1411812484000,41.17593199,-8.60021335,176.10000610351563,10.0
1411812485000,41.17583869,-8.60022329,176.3000030517578,11.0
1411812486000,41.1757406,-8.600258029999999,175.6999969482422,11.0
1411812487000,41.17567673,-8.60022524,175.60000610351563,11.0
1411812488000,41.17559147,-8.60020779,175.8000030517578,11.0
1411812489000,41.17551254,-8.60017537,176.0,11.0
1411812490000,41.17543048,-8.60014165,175.60000610351563,11.0
1411812491000,41.17533669,-8.60010342,177.10000610351563,11.0
1411812492000,41.17524648,-8.60008178,175.89999389648438,12.0
1411812493000,41.17515474,-8.60004775,176.0,12.0
1411812494000,41.17510301,-8.599998,175.3000030517578,11.0
1411812495000,41.17504809,-8.59996301,174.8000030517578,12.0
1411812497000,41.17500331,-8.59991569,175.10000610351563,11.0
1411812499000,41.17494406,-8.59990984,174.3000030517578,12.0
1411812509000,41.17491197,-8.59986652,175.89999389648438,12.0
1411812534000,41.17484766,-8.59984706,178.60000610351563,12.0
1411812536000,41.174786,-8.5997706,178.60000610351563,12.0
1411812537000,41.1747164,-8.59970975,179.10000610351563,12.0
1411812538000,41.1745564,-8.59962473,179.10000610351563,13.0
1411812539000,41.17446233,-8.59956954,178.60000610351563,13.0
1411812540000,41.17438018,-8.59956143,179.5,14.0
1411812541000,41.17431671,-8.59946303,178.6999969482422,15.0
1411812542000,41.17415704,-8.59937303,178.6999969482422,14.0
1411812543000,41.17405695,-8.59933814,178.60000610351563,14.0
1411812544000,41.17398886,-8.59929693,178.60000610351563,15.0
1411812545000,41.17388836,-8.5992687,179.1999969482422,15.0
1411812546000,41.17380096,-8.59912854,180.5,16.0
1411812547000,41.17362119,-8.59903944,181.3000030517578,15.0
1411812548000,41.17352866,-8.59901122,180.1999969482422,15.0
1411812549000,41.17337451,-8.59894824,181.0,13.0
1411812550000,41.17324567,-8.59886881,180.5,13.0
1411812551000,41.17312428,-8.59880452,180.5,13.0
1411812552000,41.17294479,-8.59874346,183.60000610351563,12.0
1411812553000,41.17284353,-8.59868475,182.60000610351563,13.0
1411812554000,41.17275337,-8.59862234,182.1999969482422,13.0
1411812555000,41.17265414,-8.59854495,182.1999969482422,13.0
1411812556000,41.17254823,-8.5984769,182.0,13.0
1411812557000,41.17243137,-8.5984067,181.1999969482422,13.0
