n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	16657	1518261620	15	1518261619	41.23894279	-8.54169678	196	0	0	4	8
2	16657	1518261621	6	1518261620	41.23895477	-8.54168528	196	0	0	3	8
3	16657	1518261622	12	1518261621	41.2389411	-8.54168916	196	0	0	3	8
4	16657	1518261623	338	1518261623	41.2389436	-8.54168444	196	0	0	3	8
5	16657	1518261624	332	1518261624	41.23894266	-8.54168392	197	0	0	3	7
6	16657	1518261625	337	1518261625	41.23894109	-8.54168272	197	0	0	3	7
7	16657	1518261626	337	1518261626	41.23894195	-8.54168118	197	0	0	3	7
8	16657	1518261627	342	1518261627	41.23894151	-8.5416796	197	0	0	3	7
9	16657	1518261628	337	1518261628	41.23894055	-8.54167878	197	0	0	3	7
10	16657	1518261629	341	1518261629	41.23894058	-8.54167564	197	0	0	3	7
11	16657	1518261630	335	1518261630	41.23894085	-8.54167484	197	0	0	3	7
12	16657	1518261631	339	1518261631	41.23894055	-8.54167581	198	0	0	3	7
13	16657	1518261632	335	1518261632	41.23894072	-8.54167559	198	0	0	3	7
14	16657	1518261633	335	1518261633	41.23894086	-8.54167583	198	0	0	3	7
15	16657	1518261634	332	1518261634	41.23894079	-8.54167581	198	0	0	3	7
16	16657	1518261635	335	1518261635	41.23894073	-8.54167566	198	0	0	3	7
17	16657	1518261636	336	1518261636	41.23894076	-8.54167561	198	0	0	3	7
18	16657	1518261637	336	1518261637	41.23894073	-8.54167561	198	0	0	3	7
19	16657	1518261638	334	1518261638	41.23894072	-8.54167561	198	0	0	3	7
20	16657	1518261639	336	1518261639	41.2389407	-8.54167561	198	0	0	3	7
21	16657	1518261640	334	1518261640	41.23894067	-8.54167565	198	0	0	3	7
22	16657	1518261641	337	1518261641	41.23894067	-8.54167566	198	0	0	3	7
23	16657	1518261642	335	1518261642	41.23894067	-8.54167564	198	0	0	3	7
24	16657	1518261643	336	1518261643	41.23894067	-8.54167564	198	0	0	3	7
25	16657	1518261644	339	1518261644	41.23894065	-8.54167565	198	0	0	3	7
26	16657	1518261645	334	1518261645	41.23894066	-8.54167567	198	0	0	3	7
27	16657	1518261646	335	1518261646	41.23894065	-8.54167569	198	0	0	3	7
28	16657	1518261647	334	1518261647	41.23894069	-8.54167575	198	0	0	3	7
29	16657	1518261648	335	1518261648	41.23894073	-8.54167576	198	0	0	3	8
30	16657	1518261649	340	1518261649	41.23894075	-8.5416758	198	0	0	3	7
31	16657	1518261650	334	1518261650	41.23894078	-8.54167581	198	0	0	3	7
32	16657	1518261651	334	1518261651	41.23894078	-8.54167582	198	0	0	3	8
33	16657	1518261652	334	1518261652	41.23894077	-8.54167581	198	0	0	3	7
34	16657	1518261653	335	1518261653	41.23894077	-8.54167581	198	0	0	3	7
35	16657	1518261654	337	1518261654	41.23894077	-8.54167581	198	0	0	3	8
36	16657	1518261655	337	1518261655	41.23894075	-8.54167584	198	0	0	3	7
