n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	39906	1529768750	834	1529768752	41.17986797	-8.59521479	185	0	0	9	15
2	39906	1529768751	836	1529768753	41.1798663	-8.59521666	188	0	0	7	15
3	39906	1529768752	842	1529768754	41.17985761	-8.59521916	189	0	0	5	15
4	39906	1529768753	843	1529768755	41.1798508	-8.59521486	189	0	0	5	15
5	39906	1529768754	833	1529768756	41.17984489	-8.59521492	190	0	0	4	15
6	39906	1529768755	832	1529768757	41.1798426	-8.59521457	191	0	0	3	16
7	39906	1529768756	842	1529768758	41.17984505	-8.59520971	190	0	0	3	17
8	39906	1529768757	840	1529768759	41.17984688	-8.59520804	191	0	0	3	18
9	39906	1529768758	841	1529768760	41.1798464	-8.59520947	192	0	0	3	18
10	39906	1529768759	837	1529768761	41.17984797	-8.59520841	192	0	0	3	18
11	39906	1529768760	858	1529768762	41.17985151	-8.59520983	193	0	0	3	17
12	39906	1529768761	859	1529768763	41.17985202	-8.59521184	193	0	0	3	13
13	39906	1529768762	847	1529768764	41.17985233	-8.59521203	193	0	0	3	13
14	39906	1529768763	834	1529768765	41.17985208	-8.59521249	193	0	0	3	13
15	39906	1529768764	841	1529768766	41.17985194	-8.59521271	193	0	0	3	13
16	39906	1529768765	834	1529768767	41.17985182	-8.5952128	193	0	0	3	13
17	39906	1529768766	838	1529768768	41.17985178	-8.59521278	193	0	0	3	13
18	39906	1529768767	848	1529768769	41.1798518	-8.59521278	193	0	0	3	13
19	39906	1529768768	852	1529768770	41.17985178	-8.59521277	193	0	0	3	14
20	39906	1529768769	857	1529768771	41.17985171	-8.59521276	193	0	0	3	13
21	39906	1529768770	844	1529768772	41.17985172	-8.59521274	193	0	0	3	14
22	39906	1529768771	840	1529768773	41.17985177	-8.59521274	193	0	0	3	14
23	39906	1529768772	849	1529768774	41.17985182	-8.59521274	193	0	0	3	14
24	39906	1529768773	849	1529768775	41.1798519	-8.59521274	193	0	0	4	14
25	39906	1529768774	836	1529768776	41.17985195	-8.59521274	193	0	0	4	15
26	39906	1529768775	840	1529768777	41.17985203	-8.59521276	193	0	0	4	14
27	39906	1529768776	851	1529768778	41.17985207	-8.59521278	193	0	0	4	14
28	39906	1529768777	846	1529768779	41.17985203	-8.59521284	193	0	0	4	14
29	39906	1529768778	846	1529768780	41.17985195	-8.59521285	193	0	0	4	13
30	39906	1529768779	846	1529768781	41.1798519	-8.59521282	193	0	0	4	12
31	39906	1529768780	850	1529768782	41.17985181	-8.59521279	193	0	0	4	14
32	39906	1529768781	840	1529768783	41.17985788	-8.59520957	193	11.9	1.58	3	15
33	39906	1529768782	844	1529768784	41.17987759	-8.59520793	192	0.2	2.73	3	15
34	39906	1529768783	841	1529768785	41.17990393	-8.59521066	192	354.3	3.29	3	16
35	39906	1529768784	854	1529768786	41.17993277	-8.59521873	192	347.5	3.45	4	14
36	39906	1529768785	871	1529768787	41.17996386	-8.59523026	192	345.7	3.69	4	14
37	39906	1529768786	896	1529768788	41.17999588	-8.59524352	191	343.6	3.8	3	15
38	39906	1529768787	894	1529768789	41.18002718	-8.59526013	191	340.2	3.77	3	14
39	39906	1529768788	856	1529768790	41.1800573	-8.59528019	191	335.7	3.74	3	13
40	39906	1529768789	837	1529768791	41.18008728	-8.5953033	190	333	3.9	3	13
41	39906	1529768790	838	1529768792	41.18011947	-8.59532929	190	332.2	4.25	3	13
42	39906	1529768791	850	1529768793	41.18015239	-8.59535709	190	330.1	4.38	3	14
43	39906	1529768792	854	1529768794	41.18018554	-8.59538673	189	329.1	4.31	3	14
44	39906	1529768793	857	1529768795	41.1802173	-8.59541407	189	329.8	4.16	3	14
45	39906	1529768794	861	1529768796	41.18025041	-8.5954407	189	330.9	4.35	3	15
46	39906	1529768795	864	1529768797	41.1802838	-8.59546709	188	329.8	4.15	3	15
47	39906	1529768796	852	1529768798	41.18031552	-8.5954939	187	329.2	4.43	3	15
