n	Session	location.seconds.Unix	location.millis	location.gpstime	location.lat	location.lon	location.alt	location.track	location.speed.M-S	location.acc	location.nsats
1	40078	1530032142	992	1530032142	41.23944525	-8.54131341	202	0	0	3	20
2	40078	1530032143	997	1530032143	41.23944321	-8.54131036	201	0	0	3	20
3	40078	1530032145	0	1530032144	41.23943999	-8.54130725	201	0	0	3	20
4	40078	1530032146	2	1530032145	41.23943858	-8.54130679	200	0	0	3	20
5	40078	1530032146	996	1530032146	41.23943581	-8.54130469	200	0	0	3	21
6	40078	1530032147	994	1530032147	41.23943405	-8.54130288	200	0	0	3	21
7	40078	1530032148	994	1530032148	41.23943468	-8.54130041	200	0	0	3	21
8	40078	1530032149	990	1530032149	41.23943274	-8.54129939	201	0	0	3	21
9	40078	1530032150	995	1530032150	41.23943211	-8.54129888	201	0	0	3	21
10	40078	1530032151	999	1530032151	41.23943196	-8.54129626	200	0	0	3	20
11	40078	1530032153	18	1530032152	41.2394319	-8.54129334	200	0	0	3	19
12	40078	1530032154	22	1530032153	41.23943176	-8.54129322	200	0	0	3	16
13	40078	1530032155	10	1530032154	41.23943173	-8.5412932	200	0	0	3	16
14	40078	1530032156	3	1530032155	41.23943173	-8.54129321	200	0	0	3	15
15	40078	1530032157	4	1530032156	41.23943169	-8.54129323	200	0	0	3	15
16	40078	1530032158	5	1530032157	41.23943165	-8.54129324	200	0	0	3	15
17	40078	1530032158	987	1530032158	41.23943165	-8.54129323	200	0	0	3	15
18	40078	1530032159	997	1530032159	41.23943163	-8.54129319	200	0	0	3	16
19	40078	1530032161	2	1530032160	41.23943164	-8.54129323	200	0	0	3	19
20	40078	1530032162	3	1530032161	41.23943163	-8.54129321	200	0	0	3	19
21	40078	1530032163	1	1530032162	41.23943163	-8.54129322	200	0	0	3	19
22	40078	1530032164	0	1530032163	41.23943163	-8.54129321	200	0	0	3	20
23	40078	1530032164	995	1530032164	41.23943162	-8.54129321	200	0	0	3	20
24	40078	1530032165	990	1530032165	41.23943162	-8.5412932	200	0	0	3	20
25	40078	1530032166	986	1530032166	41.2394316	-8.54129321	200	0	0	3	20
26	40078	1530032167	991	1530032167	41.23943161	-8.54129322	200	0	0	3	20
27	40078	1530032168	999	1530032168	41.23943222	-8.54129382	200	0	0	3	21
28	40078	1530032170	0	1530032169	41.2394331	-8.54129421	200	0	0	3	24
29	40078	1530032171	0	1530032170	41.23943382	-8.54129449	200	0	0	3	24
30	40078	1530032172	8	1530032171	41.23943496	-8.54129496	200	0	0	3	23
31	40078	1530032172	991	1530032172	41.23943546	-8.54129517	199	0	0	3	24
32	40078	1530032173	993	1530032173	41.2394364	-8.54129559	199	0	0	3	25
33	40078	1530032175	18	1530032174	41.23943631	-8.54129553	199	0	0	3	22
34	40078	1530032176	2	1530032175	41.23943627	-8.54129547	199	0	0	3	17
35	40078	1530032176	992	1530032176	41.2394362	-8.5412954	199	0	0	3	17
36	40078	1530032178	3	1530032177	41.23943634	-8.5412956	199	0	0	3	15
37	40078	1530032179	9	1530032178	41.23943646	-8.54129572	199	0	0	3	15
38	40078	1530032180	5	1530032179	41.23943648	-8.54129579	199	0	0	3	15
39	40078	1530032180	993	1530032180	41.23943656	-8.54129579	199	0	0	3	16
40	40078	1530032181	993	1530032181	41.2394366	-8.54129573	199	0	0	3	15
41	40078	1530032182	992	1530032182	41.23943661	-8.54129572	199	0	0	3	19
42	40078	1530032183	992	1530032183	41.23943666	-8.54129571	199	0	0	3	16
43	40078	1530032184	993	1530032184	41.23943235	-8.54130452	199	260.2	0.65	3	16
44	40078	1530032185	995	1530032185	41.23943497	-8.54131379	200	260.3	0.84	3	15
45	40078	1530032186	997	1530032186	41.239437	-8.54132374	200	260.2	0.81	3	19
46	40078	1530032187	993	1530032187	41.23943823	-8.54132725	201	260.4	0.47	3	18
47	40078	1530032188	994	1530032188	41.23943995	-8.54133509	201	265.7	0.96	3	17
48	40078	1530032189	996	1530032189	41.23944198	-8.54134021	201	265.7	0.46	3	15
49	40078	1530032190	990	1530032190	41.2394426	-8.54134097	202	0	0	3	15
50	40078	1530032192	2	1530032191	41.23944231	-8.5413435	202	0	0	3	15
51	40078	1530032193	0	1530032192	41.23944142	-8.54134453	202	0	0	3	16
52	40078	1530032194	8	1530032193	41.23944135	-8.54134439	202	0	0	3	16
53	40078	1530032195	10	1530032194	41.23944233	-8.54134478	202	0	0	3	18
54	40078	1530032196	12	1530032195	41.23943824	-8.54134337	202	265.7	0.93	3	16
55	40078	1530032197	10	1530032196	41.23942453	-8.5413415	201	192.5	2.17	3	16
56	40078	1530032197	995	1530032197	41.23940556	-8.54135109	201	216.4	2.54	3	16
57	40078	1530032198	997	1530032198	41.23938468	-8.54137594	201	224.3	3.85	3	13
58	40078	1530032200	16	1530032199	41.23935867	-8.54140461	200	212.8	3.87	3	18
